Author,Book,Series Name (If Title is Part of a Series),Secondary Author(s),Illustrators,Translators,Type of Challenge,Challenge Initiated By,Initial Response,Challenge Notes,Decision,Are Restrictions Applied,Restriction Details,Library Type,Month,Year,State,School District,City,County,School Name,Library Name,Police Involved,Current Book Status,Date of Data Input,Article Links/Evidence Links,Article Links/Evidence Links,Article Links/Evidence Links,Article Links/Evidence Links,,,,,,,,,,,,,,,,,,,
"England, Jane",Wildthorn,,,,,Targeted During Board Meeting,Group,Unknown,,,,,School ,July,2022,Virginia,Fauquier County Schools,,,,,,,,,Moms for Liberty says it has paused all challenges against sexually expolicit books while school board updates policies.,,,,,,,,,,,,,,,,,,,,,
"Wilson, August",Fences,,,,,,,,,Removed - Curriculum,,,School ,November,2022,Virginia,Loudon County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hutchinson, Shaun David",Feral Youth,,,,,,,,,Retained,,,School ,November,2022,Virginia,Loudon County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gottlieb, Iris",Seeing Gender: An Illustrated Guide to Identity and Expression,,,,,,,,Restricted only to HS libraries,Retained Restricted,Yes,,School ,November,2022,Virginia,Loudon County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dawson, Juno",This Book is Gay,,,,,,,,,Retained,,,School ,November,2022,Virginia,Loudon County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King, Stephen",11/22/63: A Novel,,,,,Administrative Review,,Challenged - Removed While Under Review,"School board gave themselves a new policy that basically allows them to pull any reported ""sexually expolicit"" library boards.",Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,https://www.newsweek.com/virginia-school-board-ban-books-stephen-king-margaret-attwood-1775323,,,,,,,,,,,,,,,,,,,,,,
"King, Stephen",Bag of Bones,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mafi, Tahereh",Defy Me,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maas, Sarah J.",Empire of Storms,Throne of Glass Series,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legrand, Claire",Furyborn,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mafi, Tahereh",Ignite Me,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mafi, Tahereh",Imagine Me,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrison, Toni",Interview with a Vampire,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King, Stephen",It,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrison, Toni",Love,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mafi, Tahereh",Restore Me,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mafi, Tahereh",Shatter Me,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guterson, David",Snow Falling on Cedars,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrison, Toni",Sula,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrison, Toni",Tar Baby,,,,,,,Challenged - Removed While Under Review,,,,,School ,October,2022,Virginia,Madison County Public Schools,,,,,,,,,Book banning controversy in madison county,Considering ban on all sexually explicit books from school libraries,,,,,,,,,,,,,,,,,,,,
"Morrison, Toni",Tar Baby,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,,,"Forney, Ellen",,,,,https://www.newsweek.com/virginia-school-board-ban-books-stephen-king-margaret-attwood-1775323,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrison, Toni",The Bluest Eye,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atwood, Margaret",The Handmaid's Tale,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chbosky, Stephen",The Perks of Being a Wallflower,,,,,,,Challenged - Removed While Under Review,,,,,School ,October,2022,Virginia,Madison County Public Schools,,,,,,,,,Considering ban on all sexually explicit books from school libraries,,,,,,,,,,,,,,,,,,,,,
"Chbosky, Stephen",The Perks of Being a Wallflower,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, Anne",The Tale of a Body Thief,,,,,,,Challenged - Removed While Under Review,,,,,School ,October,2022,Virginia,Madison County Public Schools,,,,,,,,,Considering ban on all sexually explicit books from school libraries,,,,,,,,,,,,,,,,,,,,,
"Rice, Anne",The Tale of the Body Thief,,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mafi, Tahereh",Unravel Me,Shatter Me Series,,,,,,,,Banned,,,School ,January,2023,Virginia,Madison County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Curato, Mike",Flamer,,,,,Informal Challenge,Parent,Challenged - Location Unknown,challenged informally by parent in board meeting,,,,School ,March,2023,Virginia,Mongomery County,,,,,,,,https://www.wsls.com/news/local/2023/03/11/montgomery-county-parent-raises-concerns-over-book-policy-following-inappropriate-book-found-in-school-library/,,,,,,,,,,,,,,,,,,,,,,
"Lukoff, Kyle",When Aidan Became a Brother,,,"Juanita, Kaylani",,,,,,Banned,,,School ,August,2022,Virginia,Roanoke County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnson, George M.",All Boys Aren't Blue,,,,,,,,,Retained,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnson, George M.",All Boys Aren't Blue,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Mitchell, Saundra",All the Things We Do in the Dark,,,,,,,Challenged - On Shelves,,,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frank, E. R.",America: A Novel,,,,,,,,,Retained,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frank, E. R.",America: A Novel,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Snadowsky, Daria",Anatomy of a Boyfriend,,,,,Administrative Review,,,"REMOVED - ""School based"" not reviewed by committee",Banned,,,School ,September,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,Total of 33 library books challenged in Spotsylvania,,,,,,,,,,,,,,,,,,,,,
"Snadowsky, Daria",Anatomy of a Single Girl,,,,,Administrative Review,,,"REMOVED - ""School based"" not reviewed by committee",Banned,,,School ,September,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,Total of 33 library books challenged in Spotsylvania,,,,,,,,,,,,,,,,,,,,,
"Morrison, Toni",Beloved,,,,,,,,,Retained,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrison, Toni",Beloved,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Lyga, Barry",Boy Toy,,,,,,,,,Banned,,,School ,September,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cast, P.C.",Chosen: House of Night,,"Cast, Kristin",,,,,Challenged - On Shelves,,,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",Collateral,,,,,,,Challenged - On Shelves,,,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",Crank,,,,,,,Challenged - On Shelves,,,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arnold, Elana K.",Damsel,,,,,,,Challenged - On Shelves,,,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stassen, Jean-Philippe and Alexis Siegel",Deogratias: A Tale of Rwanda,,,,,,,Challenged - On Shelves,,,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frank, E. R.",DIME,,,,,,,,,Retained,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frank, E. R.",Dime,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Gyasi, Yaa",Homegoing,,,,,,,Challenged - On Shelves,,,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,Total of 33 library books challenged in Spotsylvania,,,,,,,,,,,,,,,,,,,,,
"Lo, Malinda",Last Night at the Telegraph Club,,,,,,,Challenged - On Shelves,Total of 33 library books challenged in Spotsylvania,,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nazemian, Abdi",Like a Love Story,,,,,,,,Total of 33 library books challenged in Spotsylvania,Retained,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nazemian, Abdi",Like a Love Story,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Scott, Elizabeth",Living Dead Girl,,,,,,,Challenged - On Shelves,Total of 33 library books challenged in Spotsylvania,,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Green, John",Looking for Alaska,,,,,,,,Total of 33 library books challenged in Spotsylvania,Retained,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Green, John",Looking for Alaska,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Silvera, Adam",More Happy Than Not,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Norton, Preston",Neanderthal Opens the Door to the Universe,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Picoult, Jodi",Nineteen Minutes,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Perez, Ashley Hope",Out of Darkness,,,,,,,,Total of 33 library books challenged in Spotsylvania,Retained,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pérez, Ashley Hope",Out of Darkness,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Arnold, Elana K.",Red Hood,,,,,,,,Total of 33 library books challenged in Spotsylvania,Banned,,,School ,September,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McQuiston, Casey","Red, White and Royal Blue",,,,,,,,Total of 33 library books challenged in Spotsylvania,Banned,,,School ,September,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Myracle, Lauren",Shine,,,,,,,Challenged - On Shelves,Total of 33 library books challenged in Spotsylvania,,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCormick, Patricia",Sold,,,,,,,,,Retained,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCormick, Patricia",Sold,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Morrison, Toni",The Bluest Eye,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Reed, Amy",The Nowhere Girls,,,,,,,Challenged - On Shelves,,,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chbosky, Stephen",The Perks of Being a Wallflower,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Gruen, Sara",Water for Elephants,,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School ,March,2023,Virginia,Spotsylvania County Public Schools,,,,,No,Removed From Shelves,4/7/23,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,,,,,,,,,,,,,,,,,,,
"Maguire, Gregory",Wicked: The Life and Times of the Wicked Witch of the West,,,,,,,Challenged - On Shelves,,,,,School ,Fall,2022,Virginia,Spotsylvania County Public Schools,,,,,,,,Total of 33 library books challenged in Spotsylvania,,,,,,,,,,,,,,,,,,,,,,
"Evison, Jonathan",Law Boy,,,,,Informal Challenge,,,,N/A,,,Public,June,2022,Virginia,,,Washington County,,Glade Spring Public LIbrary,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dawson, Juno",This Book is Gay,,,,,,,Challenged - On Shelves,,,,,School ,September,2022,Washington,Walla Walla Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madison, Megan",Being You: A First Conversation About Gender,,"Ralli, Jessica","Passchier, Andy/Anne",,,,,,Unknown,,,Public,September,2022,Washington,,,,,Columbia County Rural Library District,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kobabe, Mai",Gender Queer,,,,,Formal Challenge,,,,Retained,,,Public,April,2022,Washington,,,,,Liberty County Public LIbrary,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gino, Alex",Melissa,,,,,,,,,Unknown,,,Public,September,2022,Washington,,,,,Columbia County Rural Library District,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madison, Megan Jessica Ralli and Isabel Roxas",Our Skin: A First Conversation about Race,,,,,,,,,Unknown,,,Public,September,2022,Washington,,,,,Columbia County Rural Library District,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gravel, Elise and Mykaell Blais","Pink, Blue, and You! Questions for Kids about Gender Stereotypes",,,,,,,,,Unknown,,,Public,September,2022,Washington,,,,,Columbia County Rural Library District,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joseph, Frederick",The Black Friend,,,,,,,,,Unknown,,,Public,September,2022,Washington,,,,,Columbia County Rural Library District,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",,,"Durand, Aurelia",,,,,,Unknown,,,Public,September,2022,Washington,,,,,Columbia County Rural Library District,,,,,,,,,,,,,,,,,,,,,,,,,,
