Book_Author,Book_Title,Series_Name,Book_Co_Author,Illustrators,Translators,Challenge_Type,Challenge_Init,Initial_Response,Challenge_Notes,Decision,Restrictions,Restriction_Details,Library_Type,Month,Year,State,Sch_Dist,City,County,Sch_Name,Lib_Name,Police,Book_Status,Data_Entry_Date,Links1,Links2,Links3,Links4
"Beige, Kathy",Queer: The Ultimate LGBTQ Guide for Teens,,,,,Formal Challenge,Group,Challenged - On Shelves,Complaint Filed - status unclear,Unknown,,,School ,,,Texas,Prosper ISD,,,,,Unknown,,,,,,
"Belge, Kathy and Marke Bieschke",Queer: The Ultimate LGBTQ Guide for Teens,,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Removed by District,Banned,,,School ,,,Wisconsin,Elmbrook School District,,,,,Unknown,,,,,,
,Radiant Child and the Undefeated,,,,,Formal Challenge,Affiliation Unknown,Challenged - On Shelves,,Unknown,,,School ,,,Texas,Frisco ISD,,,,,Unknown,,,,,,
"Peters, Julie Anne",Rage : a love story,,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Peters, Julie Ann",Rage: A Love Story,,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,"Cites Abbott's order re: ""porography in schools"" and many are books from Rep Krause letter",Unknown,,,School ,,,Texas,Granbury Independent School District,,,,,Unknown,,,,,,
"Sanchez, Alex",Rainbow Boys,,,,,Unclear,Affiliation Unknown,Challenged - Removed While Under Review,Status Change: 2/28/22,Unknown,,,School ,,,Florida,Indian River County Schools ,,,,,Unknown,RETURNED - FL as 5/2022,,,,,
"Sanchez, Alex",Rainbow Boys,,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Sanchez, Alex",Rainbow High,,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Prager, Sarah","Rainbow revolutionaries :
 50 LGBTQ+ people who
 made history",,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Prager, Sarah",Rainbow revolutionaries : 50 LGBTQ+ people who made history,,,,,Formal Challenge,Group,Challenged - On Shelves,Complaint Filed - status unclear,Unknown,,,School ,,,Texas,Prosper ISD,,,,,Unknown,,,,,,
"Lawson, Jamie","Rainbow revolutions :
 power, pride, and protest
 in the fight for queer rights",,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Sanchez, Alex",Rainbow road,,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Atwood, Megan",Raise the stakes,,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Murphy, Julie",Ramona Blue,,,,,Administrative Review,Administration,Challenged - Removed While Under Review,THREE,Returned,,,School ,,,Tennessee,Tennessee,,,,,Unknown,,,,,,
"Murphy, Julie",Ramona Blue,,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School ,,,Virginia,Fauquier County Public Schools,,,,,Unknown,,,,,,
,Rap A Tap Tap,,,,,Formal Challenge,Group,Challenged - Location Unknown,Challenge (includes a challenge to the larger ELA curriculum) - Committee recommended continued use,Retained,,Kindergarten,School ,,,Tennessee,Williamson County Schools,,,,,Unknown,,,,,,
Bruno Leone,Rape on campus,,,,,Unclear,Affiliation Unknown,Challenged - Removed While Under Review,Status Change: 2/28/22,Unknown,,,School ,,,Florida,Indian River County Schools ,,,,,Unknown,RETURNED - FL as 5/2022,,,,,
"Hartzler, Aaron",Rapture Practice: A True Story About Growing Up Gay in an Evangelical Family,,,,,Administrative Review,Administration,Challenged - Removed While Under Review,FIVE,Returned,,,School ,,,Tennessee,Tennessee,,,,,Unknown,,,,,,
"Knowles, Jo",Read Between the Lines,,,,,Administrative Review,Administration,Challenged - Location Unknown,"was part of a resource list - Superintendent is HOLDING on having a board vote to make sure all the books were picked via the appropriate fashion, etc.",Unknown,,,School ,,,Pennsylvania,Penncrest School District,,,,,Unknown,,,,,,
"Cabot, Meg",Ready of Not,,,,,Unclear,Affiliation Unknown,Challenged - Removed While Under Review,Status Change: 2/28/22,Retained Restricted,,High School Only,School ,,,Florida,Indian River County Schools ,,,,,Unknown,,,,,,
"Radziszewicz,
 Tina","Ready or not? : a girl's
 guide to making her own
 decisions about dating,
 love, and sex",,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,Middle School,Still in Process,,,School ,March,2021,Texas,Eanes,,,,,Unknown,,,,,,
"Radziszewicz,
 Tina","Ready or not? : a girl's
 guide to making her own
 decisions about dating,
 love, and sex",,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Cabot, Meg","Ready or Not? A Girl's Guide to Making Her Own Decisions About Dating, Love and Sex",,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School ,,,North Carolina,Union Academy,,,,,Unknown,,,,,,
"Radziszewicz,
 Tina","Ready or Not? A Girl's Guide to Making Her Own Decisions About Dating, Love and Sex",,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,Middle School,Still in Process,,,School ,March,2021,Texas,Eanes,,,,,Unknown,,,,,,
"Lockhart, E",Real Live Boyfriends,,,,,Unclear,Affiliation Unknown,Challenged - Removed While Under Review,Status Change: 2/28/22,Unknown,,,School ,,,Florida,Indian River County Schools ,,,,,Unknown,RETURNED - FL as 5/2022,,,,,
"Lockart, E",Real Live Boyfriends,,,,,Unclear,Affiliation Unknown,Challenged - Removed While Under Review,,Unknown,,,School ,,,Florida,Polk County Schools,,,,,Unknown,,,,,,
"Lockhart, E",Real Live Boyfriends,,,,,Administrative Review,Administration,Challenged - Location Unknown,Actually removed,Removed,,,School ,,,Florida,Walton County School District,,,,,Unknown,,,,,,
"Lockhart, E",Real Live Boyfriends,,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School ,March,2022,North Carolina,Catawba County Schools,,,,,Unknown,,,,,,
"lockart, E",Real LIve Boyfriends,,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,at high school,Unknown,,,School ,,,Pennsylvania,Pleasant Valley School District,,,,,Unknown,,,,,,
"lockhart, e","Real Live Boyfriends: Yes Boyfriends, Plural, If My Life Weren't Complicated I wouldn't Be Rudy Oliver",,,,,Unclear,Affiliation Unknown,Challenged - Location Unknown,Received info from FCA - also formed ADHOC committee,Retained Restricted,Yes,Retained - Restricted,School ,,,Florida,Lee County School ,,,,,Unknown,,,,,,
"Lockhart, E","Real Live Boyfriends: Yes Boyfriends, Plural, If My Life Weren't Complicated I wouldn't Be Rudy Oliver",,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,,Unknown,,,School ,,,Pennsylvania,Keystone School District,,,,,Unknown,,,,,,
"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",,,,,Unclear,Affiliation Unknown,Challenged - Removed While Under Review,rermoved while under review,Retained Restricted,Yes,Maybe formal challenge filed? ,School ,,,Texas,Fredericksburg ISD,,,,,Unknown,,,,,,
"Charlton-Trujillo, E. E. ",Rebel Girl Revolution (Fat Angie Series),,,,,Administrative Review,Administration,Challenged - Removed While Under Review,THREE,Returned,,,School ,,,Tennessee,Tennessee,,,,,Unknown,,,,,,
"Woodson,
 Jacqueline",Red at the bone,,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,High School,Still in Process,,,School ,March,2021,Texas,Eanes,,,,,Unknown,,,,,,
"Woodson,
 Jacqueline",Red at the bone,,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,Middle School,Still in Process,,,School ,March,2021,Texas,Eanes,,,,,Unknown,,,,,,
"Woodson, Jacqueline",Red at the Bone,,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Banned,,removed from reading clubs and classroom libraries permanently,School ,,,Texas,Leander,,,,,Unknown,,,20.21 Leander Curr Review RESULTs for 21.22,,,
"Woodson,
 Jacqueline",Red at the bone,,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Arnold, Elana K.",Red Hood,,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,Removed 3/4,Banned,,,School ,,,Florida,Brevard County Public Schools,,,,,Unknown,,,Brevard Cty M4L Site Stating They Are On Quarentine,,,
"Arnold, Elana K",Red Hood,,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,High School,Still in Process,,,School ,March,2021,Texas,Eanes,,,,,Unknown,,,,,,
"Arnold, Elana K",Red Hood,,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,middle School,Still in Process,,,School ,March,2021,Texas,Eanes,,,,,Unknown,,,,,,
"Clare, Cassandra","Red Scrolls of Magic, The (e-book)",,,,,Informal Challenge,Administration,Challenged - Removed While Under Review,"Cites Abbott's order re: ""porography in schools"" and many are books from Rep Krause letter",Retained,,,School ,,,Texas,Granbury Independent School District,,,,,Unknown,Returned to Shelves MARCH 2022,,,,,
"Holt, K. A.",Redwood and Ponytail,,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Gratz, Alan",Refugee,,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School ,,,Texas,Katy ISD,,,,,Unknown,,,,,,
"Naylor, Phyllis
 Reynolds",Reluctantly Alice,,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Todd, Ilima",Remake,,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Hill, Katie Rain","Rethinking normal : a
 memoir in transition",,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Hill, Katie Rain",Rethinking Normal: A Memoir in transition,,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School ,,,Virginia,Fauquier County Public Schools,,,,,Unknown,,,,,,
"La Sala, Ryan",Reverie,,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Gino, Alex",Rick,,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Gino, Alex",Rick,,,,,Formal Challenge,Group,Challenged - On Shelves,Complaint Filed - status unclear,Unknown,,,School ,,,Texas,Prosper ISD,,,,,Unknown,,,,,,
"Gino, Alex",Rick,,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School ,,,Virginia,Fauquier County Public Schools,,,,,Unknown,,,,,,
"Cremer, Andrea",Rift,,,,,Unclear,Affiliation Unknown,Challenged - Removed While Under Review,Status Change: 2/28/22,Unknown,,,School ,,,Florida,Indian River County Schools ,,,,,Unknown,RETURNED - FL as 5/2022,,,,,
"Knight, Traci M.","RIPPED-APART Understanding, Coping and Living with Gender Dysphoria",,,,,Administrative Review,Administration,Challenged - Removed While Under Review,FOUR,Returned,,,School ,,,Tennessee,Tennessee,,,,,Unknown,,,,,,
"Johnson, Leah",Rise to the Sun,,,,,Administrative Review,Administration,Challenged - Removed While Under Review,THREE,Returned,,,School ,,,Tennessee,Tennessee,,,,,Unknown,,,,,,
"Azmitia, M,",Rising Out,,,,,Administrative Review,Administration,Challenged - Removed While Under Review,THREE,Returned,,,School ,,,Tennessee,Tennessee,,,,,Unknown,,,,,,
,Roe V Wade,,,,,Administrative Review,Administration,Challenged - Location Unknown,,Unknown,,,School ,,,Texas,Klein ISD,,,,,Unknown,,,,,,
"Faux, Marian",Roe v. Wade : the untold story of the landmark Supreme Court decision that made abortion legal,,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Gold, Susan Dudley",Roe v. Wade: A Women's Choice,,,,,Informal Challenge,Administration,Challenged - Removed While Under Review,"Cites Abbott's order re: ""porography in schools"" and many are books from Rep Krause letter",Retained,,,School ,,,Texas,Granbury Independent School District,,,,,Unknown,Returned to Shelves MARCH 2022,,,,,
"Faux, Marian",Roe v. Wade: The Untold Story of the Landmark Supreme Court Decision that Made Abortion Legal,,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School ,,,Texas,Klein ISD,,,,,Unknown,,,,,,
"Bridges, Ruby",Ruby Bridges goes To School: MY True Story,,,,,Response to Law,Affiliation Unknown,Challenged - Location Unknown,and MANY more,Unknown,,,School ,September,2021,Pennsylvania,Central York,,,,,Unknown,,,,,,
"Bridges, Ruby",Ruby Bridges goes To School: MY True Story,,,,,Response to Law,Affiliation Unknown,Challenged - Location Unknown,"""Critical Race Theory""",Unknown,,,School ,,,Tennessee,,,,,,Unknown,,,,,,
"Miller, Linsey",Ruin of Stars,,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School ,,,Virginia,Fauquier County Public Schools,,,,,Unknown,,,,,,
"Hopkins, Ellen",Rumble,,,,,Formal Challenge,Group,Challenged - On Shelves,Complaint Filed - status unclear,Unknown,,,School ,,,Texas,Prosper ISD,,,,,Unknown,,,,,,
Susan Shaw,Safe,,,,,Unclear,Affiliation Unknown,Challenged - Removed While Under Review,Status Change: 2/28/22,Unknown,,,School ,,,Florida,Indian River County Schools ,,,,,Unknown,RETURNED - FL as 5/2022,,,,,
"Hyde, Margaret
 O.","Safe sex 101 : an overview
 for teens",,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Hyde, Margaret O.",Safe Sex 101: An Overview for Teens,,,,,Informal Challenge,Administration,Challenged - Removed While Under Review,"Cites Abbott's order re: ""porography in schools"" and many are books from Rep Krause letter",Retained,,,School ,,,Texas,Granbury Independent School District,,,,,Unknown,Returned to Shelves MARCH 2022,,,,,
"Vaughan, Brian K",Saga,,,,,Administrative Review,Administration,Challenged - Location Unknown,,Retained Restricted,Yes,Parental permisison required to check out,School ,,,Illinois,Lake Forest Schools,,,,,Unknown,,,,,,
"Ryan, P. E. ",Saints of Augustine,,,,,Administrative Review,Administration,Challenged - Removed While Under Review,TWO,Returned,,,School ,,,Tennessee,Tennessee,,,,,Unknown,,,,,,
"Hernandez, Carlos",Sal and Gabi Break the Universe,,,,,Unclear,Affiliation Unknown,Challenged - Location Unknown,"Contested for EL BOB - and as a result, elementary BOB was dropped",Unknown,,,School ,,,North Carolina,Wilkes County School District,,,,,Unknown,,,,,,
"Ward, Jesmyn",Salvage the Bones,,,,,Administrative Review,Administration,Challenged - Location Unknown,,Unknown,,,School ,,,North Carolina,Guilford County Schools,,,,,Unknown,,,,,,
"Ward, Jesmyn",Salvage the Bones,,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School ,,,Texas,Katy ISD,,,,,Unknown,,,,,,
"Borinsky, Agnes",Sasha Masha,,,,,Administrative Review,Administration,Challenged - Removed While Under Review,THREE,Returned,,,School ,,,Tennessee,Tennessee,,,,,Unknown,,,,,,
"Wittlinger, Ellen",Saturdays with Hitchcock,,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School ,,,Texas,North East,,,,,Unknown,,,,,,
"Elliott, Zetta",Say Her Name,,,,,Administrative Review,Administration,Challenged - Location Unknown,Not rated,Unknown,,,School ,,,Tennessee,Tennessee,,,,,Unknown,,,,,,
